"","No","Type","Land_type","City_code","Prefecture","City_name","District_name","Closet_station","Min_closet_station","Price","Unit_price_py","Room_number","Area_mm2","Unit_price_mm2","Land_shape","open_length","Building_area_mm2","Year_built_Japanese1","Year_built_Japanese2","Building_structure","Usage","Future_usage","Front_road_direction","Front_road_type","Front_road_open_length","City_plan","Building_rate","Floor_area_ratio","Year_traded","Quarter_traded","Remodeled","Note","Year_built_JapanesetoWestern","Year_built_western","House_age","UnitPricePy_corrected_byHouseAge"
"1282",23232,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47211,"沖<U+7E04><U+770C>","沖<U+7E04>市","比屋根",NA,NA,17000000,864589.955507692,"３ＬＤＫ","65",NA,NA,NA,NA,"平成","14","ＲＣ","住宅","住宅",NA,NA,NA,"近<U+96A3>商業地域",80,300,"2015","第２四半期","未改<U+88C5>",NA,1988,2002,13,864545.700907692
"1283",23238,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47211,"沖<U+7E04><U+770C>","沖<U+7E04>市","比屋根",NA,NA,15000000,762873.490153846,"３ＬＤＫ","65",NA,NA,NA,NA,"平成","14","ＲＣ","住宅","住宅",NA,NA,NA,"近<U+96A3>商業地域",80,300,"2015","第１四半期","未改<U+88C5>",NA,1988,2002,13,762829.235553846
"1284",23322,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47211,"沖<U+7E04><U+770C>","沖<U+7E04>市","宮里",NA,NA,12000000,466699.076329412,"４ＬＤＫ","85",NA,NA,NA,NA,"平成","13","ＲＣ","住宅","住宅",NA,NA,NA,"市街化<U+533A>域及<U+3073>市街化調整<U+533A>域外<U+306E>都市計<U+753B><U+533A>域",60,200,"2015","第３四半期",NA,NA,1988,2001,14,466651.417529412
"1285",23348,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47211,"沖<U+7E04><U+770C>","沖<U+7E04>市","山里",NA,NA,25000000,751314.800909091,"３ＬＤＫ","110",NA,NA,NA,NA,"平成","3","ＲＣ","住宅","住宅",NA,NA,NA,"近<U+96A3>商業地域",80,300,"2015","第４四半期","改<U+88C5><U+6E08>",NA,1988,1991,24,751233.100109091
"1286",23507,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47211,"沖<U+7E04><U+770C>","沖<U+7E04>市","泡<U+702C>",NA,NA,12000000,721262.208872727,"３ＬＤＫ","55",NA,NA,NA,NA,"平成","17","ＲＣ","住宅",NA,NA,NA,NA,"第１種中高層住居<U+5C02>用地域",60,200,"2012","第１四半期","改<U+88C5><U+6E08>",NA,1988,2005,7,721238.379472727
"1287",23613,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47211,"沖<U+7E04><U+770C>","沖<U+7E04>市","胡屋",NA,NA,6800000,749311.294773333,"２ＤＫ","30",NA,NA,NA,NA,"昭和","62","ＲＣ","住宅",NA,NA,NA,NA,"商業地域",80,400,"2012","第４四半期","改<U+88C5><U+6E08>",NA,1925,1987,25,749226.189773333
"1288",23614,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47211,"沖<U+7E04><U+770C>","沖<U+7E04>市","胡屋",NA,NA,6500000,358126.721766667,"２ＬＤＫ","60",NA,NA,NA,NA,"昭和","60","ＲＣ","住宅",NA,NA,NA,NA,"第１種中高層住居<U+5C02>用地域",60,200,"2012","第４四半期","未改<U+88C5>",NA,1925,1985,27,358034.808366667
"1289",23616,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47211,"沖<U+7E04><U+770C>","沖<U+7E04>市","胡屋",NA,NA,8500000,351239.669425,"３ＬＤＫ","80",NA,NA,NA,NA,"昭和","60","ＲＣ","住宅",NA,NA,NA,NA,"第１種中高層住居<U+5C02>用地域",60,200,"2012","第３四半期","未改<U+88C5>",NA,1925,1985,27,351147.756025
"1290",23624,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47211,"沖<U+7E04><U+770C>","沖<U+7E04>市","住吉",NA,NA,12000000,360631.104436364,"４ＬＤＫ","110",NA,NA,NA,NA,"平成","3","ＲＣ","住宅",NA,NA,NA,NA,"第１種中高層住居<U+5C02>用地域",60,200,"2012","第４四半期","未改<U+88C5>",NA,1988,1991,21,360559.616236364
"1291",23625,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47211,"沖<U+7E04><U+770C>","沖<U+7E04>市","住吉",NA,NA,8700000,410861.865411429,"３ＬＤＫ","70",NA,NA,NA,NA,"平成","3","ＲＣ","住宅",NA,NA,NA,NA,"第１種住居地域",60,200,"2012","第４四半期","未改<U+88C5>",NA,1988,1991,21,410790.377211429
"1292",23626,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47211,"沖<U+7E04><U+770C>","沖<U+7E04>市","住吉",NA,NA,6900000,304132.231408,"３ＬＤＫ","75",NA,NA,NA,NA,"平成","3","ＲＣ","住宅",NA,NA,NA,NA,"第１種住居地域",60,200,"2012","第４四半期","未改<U+88C5>","調停<U+30FB>競<U+58F2>等",1988,1991,21,304060.743208
"1293",23627,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47211,"沖<U+7E04><U+770C>","沖<U+7E04>市","住吉",NA,NA,5000000,183654.729111111,NA,"90",NA,NA,NA,NA,"平成","3","ＳＲＣ","住宅",NA,NA,NA,NA,"第１種住居地域",60,200,"2012","第３四半期","未改<U+88C5>",NA,1988,1991,21,183583.240911111
"1294",23628,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47211,"沖<U+7E04><U+770C>","沖<U+7E04>市","住吉",NA,NA,14000000,661157.0248,"３ＬＤＫ","70",NA,NA,NA,NA,"平成","3","ＳＲＣ","住宅",NA,NA,NA,NA,"第１種住居地域",60,200,"2012","第１四半期","未改<U+88C5>",NA,1988,1991,21,661085.5366
"1295",23710,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47211,"沖<U+7E04><U+770C>","沖<U+7E04>市","桃原",NA,NA,5000000,206611.57025,"３ＬＤＫ","80",NA,NA,NA,NA,"昭和","60","ＲＣ","住宅",NA,NA,NA,NA,"市街化<U+533A>域及<U+3073>市街化調整<U+533A>域外<U+306E>都市計<U+753B><U+533A>域",70,200,"2012","第３四半期","未改<U+88C5>",NA,1925,1985,27,206519.65685
"1296",23782,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47213,"沖<U+7E04><U+770C>","<U+3046><U+308B><U+307E>市","字具志川",NA,NA,4700000,239033.693581538,"３ＬＤＫ","65",NA,NA,NA,NA,"昭和","64","ＲＣ","住宅","住宅",NA,NA,NA,"市街化<U+533A>域及<U+3073>市街化調整<U+533A>域外<U+306E>都市計<U+753B><U+533A>域",60,200,"2015","第４四半期","未改<U+88C5>",NA,1925,1989,26,238945.184381538
"1297",23799,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47213,"沖<U+7E04><U+770C>","<U+3046><U+308B><U+307E>市","字<U+5869>屋",NA,NA,13000000,573002.754826667,"３ＬＤＫ","75",NA,NA,NA,NA,"平成","11","ＲＣ","住宅",NA,NA,NA,NA,"市街化<U+533A>域及<U+3073>市街化調整<U+533A>域外<U+306E>都市計<U+753B><U+533A>域",60,100,"2015","第４四半期","改<U+88C5><U+6E08>",NA,1988,1999,16,572948.287626667
"1298",23801,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47213,"沖<U+7E04><U+770C>","<U+3046><U+308B><U+307E>市","字<U+5869>屋",NA,NA,13000000,573002.754826667,"３ＬＤＫ","75",NA,NA,NA,NA,"平成","11","ＲＣ","住宅","住宅",NA,NA,NA,"市街化<U+533A>域及<U+3073>市街化調整<U+533A>域外<U+306E>都市計<U+753B><U+533A>域",60,100,"2015","第１四半期","未改<U+88C5>",NA,1988,1999,16,572948.287626667
"1299",23829,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47211,"沖<U+7E04><U+770C>","沖<U+7E04>市","宮里",NA,NA,14000000,544482.255717647,"４ＬＤＫ","85",NA,NA,NA,NA,"平成","13","ＲＣ","住宅",NA,NA,NA,NA,"市街化<U+533A>域及<U+3073>市街化調整<U+533A>域外<U+306E>都市計<U+753B><U+533A>域",70,200,"2012","第２四半期","未改<U+88C5>",NA,1988,2001,11,544444.809517647
"1300",23865,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47211,"沖<U+7E04><U+770C>","沖<U+7E04>市","山里",NA,NA,9500000,523415.977966667,"３ＬＤＫ","60",NA,NA,NA,NA,"平成","3","ＲＣ","住宅",NA,NA,NA,NA,"近<U+96A3>商業地域",80,300,"2012","第３四半期","改<U+88C5><U+6E08>",NA,1988,1991,21,523344.489766667
"1301",26674,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","字安里","安里","2",19000000,1046831.95593333,"３ＬＤＫ","60",NA,NA,NA,NA,"平成","7","ＳＲＣ","住宅",NA,NA,NA,NA,"商業地域",80,400,"2013","第２四半期","未改<U+88C5>",NA,1988,1995,18,1046770.68033333
"1302",26676,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","字安里","安里","2",12000000,661157.0248,"３ＬＤＫ","60",NA,NA,NA,NA,"平成","7","ＳＲＣ","住宅",NA,NA,NA,NA,"商業地域",80,400,"2013","第１四半期","未改<U+88C5>",NA,1988,1995,18,661095.7492
"1303",26687,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","安謝","古島","30分?60分",7500000,826446.281,"１Ｋ","30",NA,NA,NA,NA,"平成","18","ＲＣ","住宅",NA,NA,NA,NA,NA,NA,NA,"2013","第３四半期","改<U+88C5><U+6E08>",NA,1988,2006,7,826422.4516
"1304",26691,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","字天久","古島","30分?60分",12000000,566706.021257143,"３ＬＤＫ","70",NA,NA,NA,NA,"平成","9","ＲＣ","住宅",NA,NA,NA,NA,"第１種住居地域",60,200,"2013","第１四半期","未改<U+88C5>","調停<U+30FB>競<U+58F2>等",1988,1997,16,566651.554057143
"1305",26692,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","字天久",NA,NA,7200000,396694.21488,NA,"60",NA,NA,NA,NA,"昭和","62","ＲＣ","住宅",NA,NA,NA,NA,"第１種住居地域",60,200,"2013","第２四半期",NA,NA,1925,1987,26,396605.70568
"1306",26696,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","泉崎","旭橋","5",25000000,1033057.85125,"４ＬＤＫ","80",NA,NA,NA,NA,"平成","11","ＲＣ","住宅",NA,NA,NA,NA,"商業地域",80,400,"2013","第２四半期","未改<U+88C5>",NA,1988,1999,14,1033010.19245
"1307",26697,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","泉崎","<U+770C><U+5E81>前(沖<U+7E04>)","10",13000000,613931.523028571,"３ＬＤＫ","70",NA,NA,NA,NA,NA,NA,"ＳＲＣ","住宅",NA,NA,NA,NA,"近<U+96A3>商業地域",80,300,"2013","第４四半期","改<U+88C5><U+6E08>",NA,0,NA,NA,NA
"1308",26698,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","泉崎","<U+770C><U+5E81>前(沖<U+7E04>)","9",13000000,613931.523028571,"３ＬＤＫ","70",NA,NA,NA,NA,"昭和","62","ＳＲＣ","住宅",NA,NA,NA,NA,"近<U+96A3>商業地域",80,300,"2013","第４四半期",NA,NA,1925,1987,26,613843.013828571
"1309",26700,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","泉崎","<U+770C><U+5E81>前(沖<U+7E04>)","9",5000000,236127.508857143,"３ＬＤＫ","70",NA,NA,NA,NA,"昭和","60","ＳＲＣ","住宅",NA,NA,NA,NA,"近<U+96A3>商業地域",80,300,"2013","第３四半期","未改<U+88C5>",NA,1925,1985,28,236032.191257143
"1310",26702,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","泉崎","<U+770C><U+5E81>前(沖<U+7E04>)","9",9500000,628099.17356,"２ＬＤＫ","50",NA,NA,NA,NA,"昭和","60","ＳＲＣ","住宅",NA,NA,NA,NA,"近<U+96A3>商業地域",80,300,"2013","第２四半期","未改<U+88C5>",NA,1925,1985,28,628003.85596
"1311",26703,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","泉崎","<U+770C><U+5E81>前(沖<U+7E04>)","9",14000000,661157.0248,"３ＬＤＫ","70",NA,NA,NA,NA,"昭和","60","ＳＲＣ","住宅",NA,NA,NA,NA,"商業地域",80,300,"2013","第１四半期","改<U+88C5><U+6E08>",NA,1925,1985,28,661061.7072
"1312",26705,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","上之屋","<U+304A><U+3082><U+308D><U+307E><U+3061>","15",30000000,1416765.05314286,"２ＬＤＫ","70",NA,NA,NA,NA,NA,NA,"ＲＣ","住宅",NA,NA,NA,NA,"近<U+96A3>商業地域",80,300,"2013","第３四半期","改<U+88C5><U+6E08>",NA,0,NA,NA,NA
"1313",26706,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","上之屋","美<U+6804>橋","15",4600000,253443.526173333,"３ＬＤＫ","60",NA,NA,NA,NA,"昭和","57","ＳＲＣ","住宅",NA,NA,NA,NA,NA,NA,NA,"2013","第４四半期",NA,NA,1925,1982,31,253337.995973333
"1314",26713,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","宇<U+6804>原","赤嶺","5",4200000,347107.43802,"２ＤＫ","40",NA,NA,NA,NA,"昭和","49","ＲＣ","住宅",NA,NA,NA,NA,"第１種住居地域",60,200,"2013","第２四半期",NA,NA,1925,1974,39,346974.67422
"1315",26714,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","宇<U+6804>原","赤嶺","21",15000000,661157.0248,"４ＬＤＫ","75",NA,NA,NA,NA,"平成","15","ＲＣ","住宅",NA,NA,NA,NA,"第１種住居地域",60,200,"2013","第２四半期","未改<U+88C5>",NA,1988,2003,10,661122.9828
"1316",26717,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","宇<U+6804>原",NA,NA,3000000,247933.8843,"２ＤＫ","40",NA,NA,NA,NA,"昭和","49","ＲＣ","住宅",NA,NA,NA,NA,NA,NA,NA,"2013","第２四半期","未改<U+88C5>",NA,1925,1974,39,247801.1205
"1317",26718,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","宇<U+6804>原",NA,NA,14000000,841472.577018182,"３ＬＤＫ","55",NA,NA,NA,NA,"平成","3","ＲＣ","住宅",NA,NA,NA,NA,"第１種中高層住居<U+5C02>用地域",60,200,"2013","第２四半期","改<U+88C5><U+6E08>",NA,1988,1991,22,841397.684618182
"1318",26724,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","<U+304A><U+3082><U+308D><U+307E><U+3061>","<U+304A><U+3082><U+308D><U+307E><U+3061>","14",31000000,1576605.21298462,"３ＬＤＫ","65",NA,NA,NA,NA,"平成","15","ＲＣ","住宅",NA,NA,NA,NA,"近<U+96A3>商業地域",80,300,"2013","第４四半期","未改<U+88C5>",NA,1988,2003,10,1576571.17098462
"1319",26725,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","<U+304A><U+3082><U+308D><U+307E><U+3061>","<U+304A><U+3082><U+308D><U+307E><U+3061>","10",33000000,1283422.45990588,"４ＬＤＫ","85",NA,NA,NA,NA,"平成","14","ＲＣ","住宅",NA,NA,NA,NA,NA,NA,NA,"2013","第４四半期",NA,NA,1988,2002,11,1283385.01370588
"1320",26726,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","<U+304A><U+3082><U+308D><U+307E><U+3061>","<U+304A><U+3082><U+308D><U+307E><U+3061>","16",32000000,1511216.05668571,"３ＬＤＫ","70",NA,NA,NA,NA,"平成","16","ＲＣ","住宅",NA,NA,NA,NA,"第２種中高層住居<U+5C02>用地域",60,200,"2013","第４四半期","未改<U+88C5>",NA,1988,2004,9,1511185.41888571
"1321",26727,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","<U+304A><U+3082><U+308D><U+307E><U+3061>","<U+304A><U+3082><U+308D><U+307E><U+3061>","9",33000000,1212121.21213333,"３ＬＤＫ","90",NA,NA,NA,NA,"平成","14","ＲＣ","住宅",NA,NA,NA,NA,NA,NA,NA,"2013","第３四半期","改<U+88C5><U+6E08>",NA,1988,2002,11,1212083.76593333
"1322",26728,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","<U+304A><U+3082><U+308D><U+307E><U+3061>","<U+304A><U+3082><U+308D><U+307E><U+3061>","15",26000000,1011181.33204706,"３ＬＤＫ","85",NA,NA,NA,NA,"平成","15","ＲＣ","住宅",NA,NA,NA,NA,"近<U+96A3>商業地域",80,300,"2013","第３四半期","未改<U+88C5>",NA,1988,2003,10,1011147.29004706
"1323",26729,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","<U+304A><U+3082><U+308D><U+307E><U+3061>","<U+304A><U+3082><U+308D><U+307E><U+3061>","15",29000000,1474888.74763077,"２ＬＤＫ","65",NA,NA,NA,NA,"平成","19","ＲＣ","住宅",NA,NA,NA,NA,"商業地域",80,400,"2013","第３四半期","未改<U+88C5>",NA,1988,2007,6,1474868.32243077
"1324",26730,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","<U+304A><U+3082><U+308D><U+307E><U+3061>","<U+304A><U+3082><U+308D><U+307E><U+3061>","14",27000000,1275088.54782857,"３ＬＤＫ","70",NA,NA,NA,NA,NA,NA,"ＲＣ","住宅",NA,NA,NA,NA,"第２種中高層住居<U+5C02>用地域",60,200,"2013","第２四半期","未改<U+88C5>",NA,0,NA,NA,NA
"1325",26731,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","<U+304A><U+3082><U+308D><U+307E><U+3061>","<U+304A><U+3082><U+308D><U+307E><U+3061>","11",29000000,1369539.55137143,"３ＬＤＫ","70",NA,NA,NA,NA,"平成","13","ＲＣ","住宅",NA,NA,NA,NA,"商業地域",80,400,"2013","第２四半期","未改<U+88C5>",NA,1988,2001,12,1369498.70097143
"1326",26732,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","<U+304A><U+3082><U+308D><U+307E><U+3061>","<U+304A><U+3082><U+308D><U+307E><U+3061>","15",34000000,1605667.06022857,"２ＬＤＫ","70",NA,NA,NA,NA,"平成","19","ＲＣ","住宅",NA,NA,NA,NA,"近<U+96A3>商業地域",80,300,"2013","第１四半期","未改<U+88C5>",NA,1988,2007,6,1605646.63502857
"1327",26733,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","<U+304A><U+3082><U+308D><U+307E><U+3061>","<U+304A><U+3082><U+308D><U+307E><U+3061>","9",24000000,1220597.58424615,"３ＬＤＫ","65",NA,NA,NA,NA,"平成","13","ＲＣ","住宅",NA,NA,NA,NA,"商業地域",80,400,"2013","第１四半期","未改<U+88C5>",NA,1988,2001,12,1220556.73384615
"1328",26734,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","<U+304A><U+3082><U+308D><U+307E><U+3061>","古島","16",28000000,1322314.0496,"３ＬＤＫ","70",NA,NA,NA,NA,NA,NA,"ＲＣ","住宅",NA,NA,NA,NA,"第２種中高層住居<U+5C02>用地域",60,200,"2013","第３四半期","未改<U+88C5>",NA,0,NA,NA,NA
"1329",26736,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","<U+304A><U+3082><U+308D><U+307E><U+3061>",NA,NA,36000000,1081893.31330909,NA,"110",NA,NA,NA,NA,"平成","15","ＲＣ","住宅",NA,NA,NA,NA,NA,NA,NA,"2013","第３四半期","未改<U+88C5>",NA,1988,2003,10,1081859.27130909
"1330",26737,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","字小<U+7984>","<U+5965>武山公園","20",15000000,826446.281,"３ＬＤＫ","60",NA,NA,NA,NA,"平成","11","ＲＣ","住宅",NA,NA,NA,NA,"第１種中高層住居<U+5C02>用地域",60,200,"2013","第４四半期","改<U+88C5><U+6E08>",NA,1988,1999,14,826398.6222
"1331",26740,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","字小<U+7984>","<U+5965>武山公園","4",18000000,743801.6529,"４ＬＤＫ","80",NA,NA,NA,NA,"平成","9","ＲＣ","住宅",NA,NA,NA,NA,NA,NA,NA,"2013","第１四半期","未改<U+88C5>","調停<U+30FB>競<U+58F2>等",1988,1997,16,743747.1857
"1332",26741,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","字小<U+7984>","<U+5965>武山公園","20",14000000,771349.862266667,"３ＬＤＫ","60",NA,NA,NA,NA,NA,NA,"ＲＣ","住宅",NA,NA,NA,NA,"第１種中高層住居<U+5C02>用地域",60,200,"2013","第１四半期","改<U+88C5><U+6E08>",NA,0,NA,NA,NA
"1333",26743,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","字小<U+7984>","小<U+7984>","25",9100000,501377.410473333,"３ＬＤＫ","60",NA,NA,NA,NA,"平成","11","ＲＣ","住宅",NA,NA,NA,NA,"第１種中高層住居<U+5C02>用地域",60,200,"2013","第３四半期","未改<U+88C5>","調停<U+30FB>競<U+58F2>等",1988,1999,14,501329.751673333
"1334",26744,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","字小<U+7984>","小<U+7984>","20",19000000,837465.564746667,"３ＬＤＫ","75",NA,NA,NA,NA,"平成","17","ＲＣ","住宅",NA,NA,NA,NA,"第２種中高層住居<U+5C02>用地域",60,200,"2013","第３四半期","未改<U+88C5>",NA,1988,2005,8,837438.331146667
"1335",26747,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","字小<U+7984>",NA,NA,15000000,661157.0248,"２ＬＤＫ","75",NA,NA,NA,NA,"平成","2","ＲＣ","住宅",NA,NA,NA,NA,"第１種中高層住居<U+5C02>用地域",60,200,"2013","第２四半期","未改<U+88C5>",NA,1988,1990,23,661078.7282
"1336",26749,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","小<U+7984>","<U+5965>武山公園","21",36000000,1081893.31330909,"３ＬＤＫ","110",NA,NA,NA,NA,"平成","19","ＲＣ","住宅",NA,NA,NA,NA,NA,NA,NA,"2013","第１四半期","改<U+88C5><U+6E08>",NA,1988,2007,6,1081872.88810909
"1337",26750,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","小<U+7984>","小<U+7984>","24",25000000,1180637.54428571,"３ＬＤＫ","70",NA,NA,NA,NA,"平成","19","ＲＣ","住宅",NA,NA,NA,NA,"第１種中高層住居<U+5C02>用地域",60,200,"2013","第２四半期","未改<U+88C5>",NA,1988,2007,6,1180617.11908571
"1338",26754,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","垣花町","<U+5965>武山公園","21",23000000,1086186.54074286,"１ＬＤＫ","70",NA,NA,NA,NA,"平成","16","ＳＲＣ","住宅",NA,NA,NA,NA,NA,NA,NA,"2013","第３四半期","未改<U+88C5>",NA,1988,2004,9,1086155.90294286
"1339",26757,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","金城","小<U+7984>","4",29000000,1198347.10745,"３ＬＤＫ","80",NA,NA,NA,NA,"平成","9","ＲＣ","住宅",NA,NA,NA,NA,"第１種住居地域",60,200,"2013","第４四半期","未改<U+88C5>",NA,1988,1997,16,1198292.64025
"1340",26758,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","金城","小<U+7984>","5",23000000,1169739.35156923,"３ＬＤＫ","65",NA,NA,NA,NA,"平成","11","ＲＣ","住宅",NA,NA,NA,NA,"第１種中高層住居<U+5C02>用地域",60,200,"2013","第２四半期","未改<U+88C5>",NA,1988,1999,14,1169691.69276923
"1341",26759,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","金城","小<U+7984>","3",25000000,1271455.81692308,NA,"65",NA,NA,NA,NA,NA,NA,"ＲＣ","住宅",NA,NA,NA,NA,"第１種中高層住居<U+5C02>用地域",60,200,"2013","第２四半期","改<U+88C5><U+6E08>",NA,0,NA,NA,NA
"1342",26771,"中古<U+30DE><U+30F3><U+30B7><U+30E7><U+30F3>等",NA,47201,"沖<U+7E04><U+770C>","那<U+8987>市","具志",NA,NA,16000000,755608.028342857,"２ＬＤＫ","70",NA,NA,NA,NA,"平成","12","ＲＣ","住宅",NA,NA,NA,NA,"第１種住居地域",60,200,"2013","第３四半期",NA,NA,1988,2000,13,755563.773742857
